RepRapFirmware height map file v2 generated at 2023-10-31 11:24, min error -0.465, max error -0.020, mean -0.156, deviation 0.109
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,24.00,228.00,6.00,210.00,-1.00,34.00,34.00,7,7
 -0.130, -0.153, -0.153, -0.165, -0.140, -0.200, -0.440
 -0.130, -0.117, -0.105, -0.140, -0.130, -0.190, -0.465
 -0.140, -0.105, -0.093, -0.020, -0.080, -0.190, -0.442
 -0.082, -0.117, -0.093, -0.082, -0.093, -0.165, -0.418
 -0.142, -0.080, -0.070, -0.080, -0.058, -0.117, -0.345
 -0.380, -0.093, -0.080, -0.117, -0.058, -0.105, -0.273
 -0.153, -0.105, -0.130, -0.093, -0.032, -0.082, -0.250
